,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
5491,6.95,87,en,"Crime, Drama, Family",2018,Spring,PG,742449.3587,7610533.068
5492,6.183,118,en,"Crime, Drama, Thriller, Action",2002,Winter,R,21570043.11,26629023.15
5495,5.695,98,en,Comedy,1983,Summer,R,108526720.1,20895705.52
5496,6.617,93,en,"Crime, Comedy",1994,Fall,R,823478.5445,1505335.157
5497,5.878,85,en,"Comedy, Drama",2012,Summer,R,1725459.768,1179008.669
5498,6.651,122,en,"Drama, Romance",2000,Fall,R,20477969.05,11175355.45
5499,5.933,90,en,"Animation, Adventure",2013,Summer,PG,27032500.56,30036477.33
5500,5.917,108,en,"Action, Adventure, Science Fiction, Thriller",1976,Summer,PG,23749640.29,14136690.65
5501,5.69,105,en,Thriller,2009,Winter,PG-13,6534738.103,37225955.87
5502,3.668,101,en,Horror,2012,Winter,R,4685367.968,6935345.113
5503,6.005,98,en,"Action, Comedy, Crime",2012,Summer,R,51973.47628,5548276.09
5504,6.8,161,en,"Drama, Music",1988,Summer,R,5434745.03,24456352.64
5505,6.269,95,en,"Crime, Drama, Thriller",2016,Fall,R,14914.74447,2654105.252
5506,7.147,130,en,"Crime, Drama, Romance, Thriller",2001,Summer,R,52756084.78,28728726.44
5507,6.654,112,en,Comedy,2014,Spring,PG-13,4610191.946,17069717.33
5508,5.871,90,en,"Comedy, Drama, Romance",2009,Fall,R,7482092.519,22335573.52
5509,6.215,105,en,Drama,2010,Winter,PG,21958962.56,44979163.49
5511,6.871,138,en,Drama,2014,Winter,PG-13,91128183.29,29569589.08
5512,5.613,98,en,Comedy,2014,Spring,PG,14018279.56,6720361.155
5513,6.196,84,en,"Animation, Family, Adventure, Comedy",2003,Summer,PG,95934448.33,43258117.78
5515,7.631,174,en,Documentary,1994,Fall,PG-13,16839562.92,1505335.157
5516,6.089,116,en,"Comedy, Crime, Drama",1989,Fall,R,158017466,77886044.59
5518,5.005,107,en,"Comedy, Drama",2006,Spring,PG-13,11596218.3,26953101.36
5519,5.883,128,ru,"Thriller, Adventure, Mystery, Fantasy, Horror, Science Fiction",2014,Winter,R,46494305.22,34945878.01
5520,5.427,98,en,"Drama, Fantasy, Horror, Romance",2007,Winter,PG-13,9848644.925,23298553.47
5521,7.222,105,en,"Music, Drama, Comedy",2014,Fall,R,78350.00257,6720361.155
5522,6.661,106,en,"Comedy, Drama",2007,Fall,PG-13,14617577.69,41937396.25
5526,5.707,84,en,"Comedy, Crime",2006,Fall,R,7340827.776,6341906.203
5527,7.128,91,en,"Documentary, History, Comedy",1989,Fall,R,17411082.57,415392.2378
5529,5.266,101,en,"Crime, Drama, Thriller",2002,Summer,R,255652.8244,443817.0525
5530,5.375,97,en,Comedy,1991,Winter,PG,122599754.4,53723625.56
5531,5.982,93,en,"Thriller, Drama, Action, Mystery",2016,Spring,R,28207.83062,21896368.33
5532,5.399,94,en,"Action, Comedy, Crime",2001,Spring,PG-13,68948943.46,107732724.2
5533,6.619,98,en,"Drama, Crime, Thriller",2003,Summer,R,16333676.96,29415520.09
5534,5.585,94,en,"Comedy, Drama, Family, Science Fiction",1999,Winter,PG,70515348.47,124382227.6
5535,4.996,77,en,Drama,2009,Spring,R,1500893.957,2531364.999
5539,5.7,103,en,"Action, Drama",2017,Summer,PG-13,9224665.267,40135233.63
5540,6.676,113,en,"Comedy, Drama, History",2010,Fall,R,18324614.22,10446773.46
5541,6.185,90,en,"Adventure, Animation, Comedy, Family, Music",2016,Summer,PG,12501560.31,79623157.57
5542,6.745,121,en,"War, Comedy",1970,Summer,R,207201826.7,149714285.7
5543,5.908,90,en,"Action, Crime, Horror",1992,Spring,R,12363869.93,15936278.06
5544,5.452,100,en,Thriller,2002,Spring,R,13802955.32,44381705.25
5545,4.93,95,en,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",2004,Summer,PG,48014986.35,96764578.83
5546,6.343,137,en,Drama,2021,Fall,PG-13,23076817.21,33052732.99
5547,6.039,91,en,"Science Fiction, Crime, Thriller",1988,Fall,R,87377240.94,43477960.24
5548,6.2,110,en,"Comedy, Romance",2018,Fall,R,36977827.22,24100021.38
5551,6.97,125,ja,"Action, Adventure, Science Fiction, Fantasy, Thriller",2004,Winter,PG-13,20371490.28,33103671.71
5552,6.684,74,en,"Animation, Action, Family",2002,Summer,PG,29161391.77,19527950.31
5553,5.738,125,en,"Drama, Thriller",2006,Fall,PG-13,14984175.58,87201210.29
5555,6.306,88,en,"Comedy, Drama, Romance",2016,Summer,PG-13,1349592.615,5042799.98
5556,6.8,93,en,"Drama, Action, Crime, Thriller",2019,Spring,R,179659.1056,4996186.117
5557,5.735,128,fr,Action,2005,Spring,R,19579298.74,39567907.71
5558,6.112,128,en,"Comedy, Drama",1994,Summer,PG-13,52326146.82,86019151.85
5559,5.759,93,en,"Comedy, Crime",2008,Winter,R,103614.3718,17129050.6
5561,7.204,145,en,Drama,1999,Winter,R,24957029.9,95678636.64
5563,4.5,93,en,"Adventure, Action, Comedy, Romance",2007,Winter,R,8404174.994,59023002.13
5564,5.442,105,en,"Action, Horror, Thriller, Science Fiction",1989,Winter,R,21141452.85,20769611.89
5567,5.438,117,en,Action,1986,Winter,PG-13,69305326.25,51635036.5
5568,6.331,150,en,Drama,2011,Fall,R,66378.29836,19987013.16
5569,4.764,90,en,"Comedy, Horror",2016,Spring,R,12072293.29,1194347.364
5571,5.515,105,en,"Horror, Thriller",2008,Summer,R,2108815.509,14894826.61
5572,5.476,87,en,"Horror, Thriller",2007,Winter,R,15532.36898,15532.36898
5573,6.615,104,en,"Drama, Mystery",1994,Fall,R,9077248.416,4300957.592
5574,6.1,112,en,Comedy,1992,Winter,R,188958725.6,113830557.6
5575,4.542,102,en,Drama,2012,Winter,R,11533.47892,3467672.556
5576,6.492,101,en,"Romance, Thriller, Drama",2002,Fall,R,49128992.58,53258046.3
5577,7,102,en,Drama,2022,Fall,PG-13,7517916.258,10741373.42
5578,5.534,93,en,"Family, Adventure, Action, Comedy",1994,Spring,PG,25373185.35,43009575.92
5579,6.462,119,en,"Drama, Romance",2011,Fall,R,1239821.552,21414656.96
5581,7.675,83,fr,"Family, Animation, Comedy",2017,Summer,G,24638864.56,3884054.868
5583,5.6,91,en,"Comedy, Drama, Romance",2012,Spring,R,2293923.653,11096552.18
5584,6.663,119,en,"Action, Crime",1995,Fall,R,50511464.26,20918163.67
5585,6.515,87,en,Comedy,1976,Summer,PG,204392203.4,24880575.54
5586,6.1,119,en,Drama,2014,Spring,R,1946318.74,4032216.693
5587,6.091,89,en,"Family, Comedy",1995,Winter,PG-13,97428723.61,25101796.41
5588,4.481,89,en,"Crime, Thriller",2019,Summer,R,3938.243707,22482837.53
5589,5.3,82,en,Comedy,1999,Fall,PG-13,58625128.93,26790018.26
5590,6.837,95,en,"Family, Drama",2006,Fall,PG,33295007.56,23782148.26
5592,5.85,100,en,"Western, Drama, Action",2019,Spring,R,1950633.467,9992372.235
5594,6.727,113,en,"Drama, War",1980,Winter,PG,29121279.79,18185089.97
5595,7.1,93,en,"Documentary, Music",2012,Summer,PG,45394546.87,16644828.27
5596,6.144,117,en,"Crime, Mystery, Thriller",1992,Summer,R,130082644.8,52362056.48
5597,6.5,100,en,"Comedy, Romance",1985,Spring,PG-13,34357214.79,34271090.05
5598,6.158,85,en,"Action, Comedy, Thriller, Mystery",2002,Spring,PG-13,15078932.9,71010728.4
5599,6.8,95,en,"Family, Crime, Comedy, Mystery, Music",1981,Summer,G,112750344.8,50593103.45
5600,4.954,101,en,"Drama, Thriller, Romance",1993,Winter,R,83781206.17,66143057.5
5601,5.867,103,en,"Horror, Science Fiction, Thriller",2008,Winter,R,372229.1643,74474.13303
5602,6.932,102,en,"Family, Comedy",1976,Spring,PG,239474306.8,50892086.33
5603,5.573,100,en,"Adventure, Comedy",1992,Fall,PG-13,51264950.74,54638667.63
5604,7.422,90,cn,"Action, Crime, Drama",1993,Fall,PG-13,32369664.93,24252454.42
5605,6.395,132,en,"Drama, Romance",1991,Summer,R,75873367.17,32701337.3
5607,4.002,80,en,"Comedy, Family",2002,Summer,PG,77066170.04,28404291.36
5608,4.985,91,en,Action,1995,Fall,R,24128007.78,104590818.4
5609,5.979,95,en,"Comedy, Crime, Mystery",1989,Spring,PG,91258974.6,20888414.07
5610,6.846,93,en,Music,2013,Fall,R,10885447.39,24575299.64
5611,6.237,114,en,"Drama, Adventure, War",1978,Summer,PG,36369792,25152000
5612,6.148,113,en,"Thriller, Drama, Horror, Science Fiction",1988,Summer,R,14523206.64,19021607.61
5613,6.39,100,en,Comedy,2008,Fall,PG-13,154863.0017,44684479.82
5614,5.665,90,en,"Action, Science Fiction, Horror, TV Movie",2018,Summer,PG-13,6726.44281,165120.6623
5615,5.035,97,en,Comedy,1993,Summer,PG,28092920.97,15433380.08
5616,5.442,99,en,"Comedy, Family",1997,Spring,PG-13,70346507.95,167969830.3
5617,6.7,97,en,"Comedy, Drama",1991,Summer,R,2868626.71,53723.62556
5618,5.5,107,en,"Mystery, Thriller, Horror",1996,Spring,R,106700518.1,91632124.35
5619,6.141,85,en,"Comedy, Horror, Science Fiction",1990,Summer,R,506070.4804,6169544.741
5620,6.618,108,en,"Drama, History",1996,Summer,R,6131604.326,6031533.902
5621,5.801,94,en,"Comedy, Horror, Romance",1985,Fall,PG-13,29800947.87,9536303.318
5622,6.718,103,en,"Drama, Mystery, Comedy",2010,Summer,PG-13,15267540.09,1015658.531
5623,6.008,116,da,"Comedy, Romance, Drama",2012,Fall,R,23194766.55,7628879.624
5624,6.578,97,en,"Comedy, Drama",2002,Fall,R,8481281.739,15977413.89
5625,5.583,114,en,"Action, Adventure, Drama, Thriller",1977,Spring,PG,161230769.2,32246153.85
5626,6.808,163,en,"Drama, Adventure, History",1984,Winter,PG,83926864.7,24683022.57
5627,6.099,118,en,"Drama, Thriller, Romance",1990,Winter,R,56754856.24,53798430.14
5628,6.816,91,en,"Action, Mystery, Thriller, Crime",2023,Summer,R,13316304.17,20636691.83
5629,5.525,95,en,Comedy,2003,Spring,PG-13,65385904.7,60907429.83
5630,5.655,95,en,"Drama, Thriller",1998,Spring,PG-13,26427674.11,40856435.64
5631,6.079,122,en,"Drama, History",2006,Summer,R,3666758.572,26636006.05
5632,5.2,105,en,"Romance, Drama",1989,Winter,R,28715247.6,18173410.4
5633,6.313,98,en,"Drama, Crime, Romance",1987,Fall,R,35048766.32,22618705.04
5634,7.06,118,en,"Family, Adventure",1979,Fall,G,174000113.6,12428696.93
5635,5.514,106,en,"Action, Adventure, Comedy, Thriller",2008,Spring,R,1930643.593,7447413.303
5637,5.862,87,en,"Adventure, Animation, Comedy, Family",2006,Summer,G,26362016.68,55491679.27
5638,5.373,89,en,Comedy,2004,Fall,NC-17,3249534.505,25464362.85
5639,7.064,91,en,Comedy,1998,Fall,PG,84662281.81,5836633.663
5642,5.809,94,en,"Drama, Comedy, Romance",2000,Spring,PG-13,18443275.81,27938388.63
5643,5.113,99,en,"Action, Crime, Thriller",2016,Summer,R,752523.7705,13934052.58
5644,6.8,95,en,"Comedy, Drama, Family",2000,Winter,PG,66209810.77,11175355.45
5645,6,91,en,"Action, Thriller, Science Fiction, Crime, Horror",1990,Winter,R,22776480.96,17274725.27
5646,6.745,121,en,"Comedy, Drama",1974,Summer,R,290166068.2,19565665.24
5647,6.475,97,en,Action,1989,Fall,PG-13,4413542.527,12981007.43
5648,6.763,128,ro,Drama,2016,Spring,R,2674013.696,2654105.252
5650,6.049,85,en,"Action, Adventure, Animation, Science Fiction",2007,Fall,PG,9476369.765,6212947.593
5652,5.925,102,en,"Drama, Adventure",2018,Winter,PG-13,5754004.41,22831599.2
5653,6.025,114,en,"Comedy, Drama, Family",2008,Winter,PG-13,65017087.38,52131893.12
5654,7.7,92,en,"Music, Horror, Fantasy",2019,Fall,R,448878.5946,7494279.176
5655,5.745,99,en,"Action, Adventure, Family, Fantasy, Science Fiction",1997,Spring,PG,19128283.73,19761156.51
5656,5.7,99,en,"Action, Crime, Drama",1987,Summer,R,19452962.81,14136690.65
5658,6.711,112,en,"Romance, Comedy",2018,Summer,PG,8678996.1,12684221.78
5659,5.821,108,en,"Comedy, Crime, Drama",2010,Fall,R,1572359.833,18136759.47
5660,6.091,97,en,"Horror, Comedy",1988,Summer,R,2195946.773,8152117.545
5661,7.302,84,en,"Music, Documentary, Family",2011,Summer,PG,26644455.97,12848794.18
5662,7.344,99,en,"Drama, Family, Romance",1991,Fall,PG-13,6665936.363,2890959.388
5663,5.678,97,en,"Horror, Science Fiction",1984,Summer,R,10528842.56,3856722.277
5664,5.905,93,en,"Science Fiction, Thriller, Horror",1990,Fall,R,14138012.74,3701726.845
5665,6.563,89,ja,"Fantasy, Animation, Science Fiction, Family",2000,Spring,PG,30918483.41,10244075.83
5667,6.658,96,en,"Comedy, Crime",1989,Winter,PG-13,105379818.3,38943022.3
5670,5.5,96,en,"Comedy, Romance",1992,Summer,PG-13,80156869.64,56915278.78
5671,6.978,102,en,"Animation, Adventure, Comedy, Music",2022,Spring,PG-13,36680447.56,40817219
5672,6.476,109,en,"Action, Adventure, Crime, Drama",1987,Fall,R,55797348.35,31100719.42
5674,6.353,99,en,Drama,2008,Summer,R,4729806.015,8936895.964
5675,6.841,125,en,"Adventure, Comedy, Crime, Mystery, History",1970,Fall,PG-13,12476190.48,83174603.17
5676,6.163,107,en,"Drama, Mystery, Thriller",2005,Fall,R,5770319.874,41216570.53
5677,6.436,124,en,"Drama, Romance",2021,Winter,PG-13,3605752.689,24038351.26
5678,6.914,109,en,"Action, Thriller, Crime",2023,Summer,R,163339415.8,72228421.4
5679,6.104,114,en,"Drama, Comedy, Romance",1999,Fall,PG-13,35695049.03,44012172.85
5680,5.584,100,en,"Action, Comedy",1980,Summer,PG,267250612,68699228.79
5681,5.4,98,en,"Comedy, Romance",2009,Summer,PG-13,6319414.24,4467114.704
5684,7.194,90,en,Comedy,1995,Summer,R,2402978.236,1045908.184
5685,5.6,98,en,"Action, Comedy",2003,Spring,PG-13,46372702.26,69212988.44
5690,5.735,97,en,"Crime, Drama, Thriller",2015,Fall,PG-13,3768796.464,2690548.422
5691,6.524,100,en,"Comedy, Romance",1985,Spring,PG-13,54045601.39,13410426.54
5693,6.592,132,en,"Drama, Romance",1991,Winter,R,174689607.2,70074294.21
5694,5.683,112,en,"Action, Crime",2012,Fall,R,8730435.746,5174460.989
5695,6.506,99,en,"Drama, Family",1991,Fall,PG,58420696.15,23358098.07
5696,4.789,89,en,"Comedy, Romance",2002,Fall,R,1062755.438,17752682.1
5697,6.502,130,en,"Adventure, Drama",2011,Winter,R,7774948.121,57105751.9
5698,6.518,115,en,"Thriller, Comedy",1985,Winter,R,19966635.07,33973080.57
5699,6.7,94,en,"Animation, Action, Adventure, Comedy, Family, Western",2022,Summer,PG,45650837.03,48336180.39
5700,4.952,89,en,"Mystery, Fantasy, Horror",2011,Fall,R,1855936.937,9993506.582
5701,4.161,93,en,"Fantasy, Comedy, Family",1996,Summer,PG,38561367.7,40725388.6
5702,6.819,97,en,Comedy,1987,Fall,PG-13,10421178.17,16964028.78
5703,6.877,110,en,"Comedy, Drama",1982,Spring,R,47009968.19,16670201.48
5704,6.589,99,en,"Thriller, Mystery, Drama",1976,Summer,PG,25265093.53,7916546.763
5706,5.624,124,en,"Drama, Romance",2007,Spring,PG-13,13143002.92,85428029.4
5707,6.407,94,en,"Horror, Mystery",1981,Spring,R,781179.2,10841379.31
5708,6.086,110,en,Action,1999,Spring,R,29002491.05,47839318.32
5710,6.244,112,en,"Drama, Romance",2008,Summer,R,22184871.6,19363274.59
5713,5.8,100,en,"Action, War",1985,Spring,R,32052251.53,7182028.436
5714,6.226,77,en,"Comedy, Family, Animation, Fantasy, Music",1991,Summer,G,27229434.21,42044576.52
5715,7.132,130,en,Drama,2008,Fall,PG,14587242.48,59579306.42
5716,6.477,85,en,"Comedy, Drama",2012,Winter,R,522366.0327,693534.5113
5717,6.878,110,en,"Drama, Mystery, Thriller",1997,Winter,PG,27339816.92,19761156.51
5718,6.153,90,en,"Comedy, Crime, Thriller, Romance",2007,Winter,R,5821990.1,6212947.593
5721,6.328,90,en,"War, Drama, Action, Adventure, History",2003,Fall,PG-13,2267538.624,1349653.275
5722,5.867,113,en,Comedy,2005,Summer,PG-13,56471395.37,49459884.64
5723,6.907,131,en,"Drama, Romance",1993,Winter,PG,56975629.73,48504908.84
5724,5.7,124,en,"Drama, Thriller, Romance",1992,Winter,R,65089826.76,72851556.84
5725,6.8,126,en,"War, Drama",1981,Winter,PG,129576357,50593103.45
5726,5.712,90,en,"Action, Comedy",1985,Summer,PG,25764144.25,47681516.59
5727,6.183,107,en,"Romance, Comedy, Drama",2014,Fall,PG-13,10117143.51,6720361.155
5728,5.878,100,en,"Action, Drama, Thriller",1998,Winter,R,26848514.85,97277227.72
5729,6.7,121,en,"Family, Drama, History, Music",1992,Spring,PG,6161311.143,34149167.27
5730,5.288,84,en,"Thriller, Mystery",2002,Fall,PG-13,61089180.44,15089779.79
5731,6,85,en,"Animation, Adventure, Family",2013,Summer,G,37118771.5,27305888.48
5733,6.695,137,en,"Drama, Romance",1989,Fall,R,2939190.857,85674649.05
5734,6.667,108,en,"Fantasy, Comedy, Romance",1989,Spring,PG,42318084.23,41539223.78
5735,6.678,90,en,"Drama, Horror, Thriller",1982,Summer,PG,155062.8802,26672322.38
5738,5.794,94,en,Comedy,1999,Summer,PG-13,52623250.15,24876445.53
5740,6,87,en,"Family, Adventure",2008,Winter,G,75669252.21,5957930.642
5741,6.901,89,zh,"Fantasy, Animation, Comedy",2015,Summer,PG,201791131.6,13452742.11
5742,6.034,104,en,Crime,2003,Fall,R,4267749.002,8651623.555
5743,4.313,99,en,"Comedy, Science Fiction, Action",2000,Fall,R,504405.2559,48426540.28
5745,6.652,81,en,"Animation, Fantasy, Science Fiction",1983,Spring,PG,2446028.785,3857668.712
5746,6.6,123,en,Comedy,2013,Fall,R,97789479.36,23210005.21
5747,7.5,225,en,"Documentary, History, Music",1970,Spring,R,286994883.2,4990476.19
5748,5.432,108,es,Comedy,2018,Fall,G,15850400.14,6595795.326
5749,5.15,93,en,"Comedy, Family, Fantasy",2004,Winter,PG,82442667.42,44138228.94
5750,5.576,95,en,"Action, Crime, Drama",1994,Winter,R,3660962.2,10752393.98
5751,6.072,107,en,"History, Drama, Thriller",2018,Spring,PG-13,22710086.9,43126354.05
5752,7.1,139,zh,"Action, Thriller, War, Drama",2018,Winter,R,734696204.3,88789552.46
5753,4.985,89,en,"Horror, Thriller",2002,Fall,PG-13,22795938.59,30179559.57
5754,5.97,97,en,"Drama, Romance",2007,Fall,PG,13016636.22,31064737.97
5755,6.57,101,en,"Comedy, Drama",1990,Fall,R,96421601.12,54291993.72
5756,5.839,106,en,"Comedy, Drama",2004,Winter,PG-13,110465105.5,30557235.42
5758,5.367,95,en,"Thriller, Mystery",1995,Fall,R,20607759.04,104590818.4
5759,5.352,102,en,Action,1994,Fall,PG-13,35437525.03,107523939.8
5761,5.972,105,en,"Adventure, Action, War",1988,Winter,R,11392421.23,43477960.24
5762,5.313,111,en,"Drama, Thriller, Mystery",2015,Summer,R,149469.3817,13452742.11
5763,5.102,86,en,"Comedy, Crime",2003,Spring,PG-13,58831040.18,25954870.67
5764,6.106,92,en,"Adventure, Crime, Family, Comedy",2018,Spring,PG,49253110.96,6976321.979
5765,5.851,95,en,"Comedy, Drama, Romance",2008,Spring,R,15743778.1,10426378.62
5766,6.428,108,en,"Fantasy, Adventure",1981,Summer,PG,50990667.67,65048275.86
5767,6.29,112,en,"Adventure, Drama",1990,Spring,PG,5723175.711,59227629.51
5770,6.658,123,en,"Comedy, Drama",1988,Winter,PG-13,155003998.9,54347450.3
5772,6.6,138,en,"Adventure, Drama, Romance",1990,Fall,R,5120929.432,61695447.41
5773,5.8,104,en,"Comedy, Drama, Romance",2005,Fall,R,19105042.75,16955710.7
5775,6.543,105,fr,"Action, Animation, Science Fiction",2006,Spring,R,2903559.31,28538577.91
5776,6.3,114,en,"Drama, Crime, Mystery",1998,Winter,R,12315402.09,11673267.33
5777,6.1,101,en,Comedy,1988,Summer,PG,69394142.46,51630077.79
5778,6.303,108,en,"Drama, Comedy",1987,Spring,PG,52397038.83,50892086.33
5779,6.835,104,en,"Crime, Drama, Romance",1980,Fall,R,51442285.6,29096143.96
5780,7.219,113,en,Drama,2016,Fall,PG-13,2786810.515,1990578.939
5782,7.3,138,hi,"Drama, Comedy, Romance",2007,Fall,PG-13,7144889.732,3572444.866
5784,6.334,81,en,"Crime, Comedy, Drama",2001,Winter,PG-13,23839371.92,19750999.43
5785,6.97,178,hi,"Action, Drama, Thriller",2006,Fall,PG-13,23782148.26,7927382.753
5786,6.108,88,en,"Thriller, Crime, Drama, Action, Comedy",2011,Fall,R,154383.9726,11421150.38
5787,6,109,en,"Mystery, Thriller, Crime",2023,Winter,R,6462032.318,20636691.83
5788,6.9,111,en,"Crime, Drama, Thriller",1986,Spring,R,6732635.036,18645985.4
5789,7.177,134,hi,"Comedy, Drama, Family",2012,Fall,PG,16117742.04,3939276.024
5790,6.922,90,en,"Thriller, Crime, Drama",2005,Fall,PG-13,5598243.99,3297325.642
5791,6.211,118,en,"Comedy, Drama",2005,Winter,R,46554096.63,19783953.85
5792,7.114,100,en,"Drama, Comedy",1979,Spring,PG,92064421.67,10587408.49
5793,6.763,98,en,"Comedy, Drama, Romance",1985,Fall,R,7305836.474,2562881.517
5794,4.437,99,en,"Thriller, Drama",2013,Summer,R,77582.85565,341323.606
5795,6.258,94,en,"Crime, Drama",1989,Fall,R,18790771.54,51924029.73
5797,6.621,120,de,"Action, Adventure, Drama, History, War",2008,Spring,PG-13,4145724.753,26810687.89
5798,7.2,132,ko,"Action, History, Drama, War",2017,Summer,PG-13,59792931.18,27188384.07
5799,7.426,192,hi,"Drama, Romance",2004,Fall,PG,49885230.06,11883369.33
5800,6.79,109,en,"Action, Crime, Thriller",2021,Summer,PG,41539.4729,2403835.126
5801,5.7,96,en,"Fantasy, Science Fiction, Romance",1980,Summer,PG,91986533.71,80822622.11
5802,6.195,117,en,"Drama, Romance, Music",2010,Winter,PG-13,29892262.63,21764111.37
5803,5.537,87,en,"Thriller, Horror, Mystery",2014,Summer,R,7739865.48,4032216.693
5806,7.057,124,zh,"Action, Adventure, Crime, War",2016,Fall,R,229580104.3,40076989.31
5807,6.5,96,en,Comedy,2016,Fall,R,31318441.98,13137821
5808,6.296,108,en,Thriller,1985,Fall,R,120693838.9,44701421.8
5809,5.646,107,en,"Action, Thriller, Drama",1974,Fall,PG,317098712.4,20240343.35
5810,6.057,113,en,"Drama, War",2008,Spring,R,16692825.81,37237066.52
5811,4.343,97,en,"Science Fiction, Action, Adventure",1997,Summer,PG-13,3332578.74,31617850.41
5812,5.074,118,en,"Crime, Thriller",2018,Fall,R,618254.338,10147377.42
5813,4.954,97,en,"Drama, Romance",2010,Fall,PG-13,179655.4846,6529233.41
5814,6.59,119,cn,"Drama, Action, Thriller, Crime",2009,Spring,R,8131935.608,22335573.52
5815,6,113,en,"Crime, Drama",1996,Fall,R,45898243.97,101813471.5
5816,5.849,101,en,Thriller,2012,Winter,R,2465805.085,8738534.842
5818,6.842,109,en,"Drama, Romance",1993,Summer,R,60665940.52,30866760.17
5819,5.7,91,en,"Romance, Drama",1983,Fall,R,55399871.07,18002453.99
5820,5.869,104,en,"Comedy, Crime, Romance",1988,Summer,R,58387522.91,27173725.15
5821,6.2,124,en,"Adventure, Comedy",1986,Spring,PG-13,4709760.766,114744525.5
5823,6.648,140,en,"History, War, Action, Drama",1993,Winter,R,12930855.3,72757363.25
